Comments,Type
មេីលគំនូរជាធម្មតាស្អាតរឺមិនស្អាត,
ខ្ញុំមិនដែររំលងដរាបណាទៅវត្តងើយមើលរហូត ព្រេាះស្អាត មើលពេលណាហាក់ជ្រះថ្លា ដូចស្ថិតក្នុងសម័យព្រះ,
បើមិនពេញចិត្តនិងក្បត់ឆាន់ទាក់កុំបង្ខំចឹត្តអីអាយដលដឹងថាក្នុងចិត្ត ៊អាយដល មានព្រះសង្គោះហើយ ខុសពីព្រះពុទ្ធព្រះអង្គបង្រៀនមនុស្សអោយស្គាល់បាបបុណ្យ អ្នកធ្វើបាបបានបាប អ្នកធ្វើបុណ្យបានបុណ្យ ព្រះអង្គមិនអាចសង្រោះយើងដោយទទួលបាបពីយើងបានទេ,
យើងមិនដឹងក្នុងចិត្តគាត់គិតអី កុំចេះតែថា អោយគាត់ បើញ៉ុមវិញទាំងមើលទាំងមាត់ចិបអ៊ូចទៀត អ្នកកាន់សាសនាគ្រឹស្គបានយល់,
សើចថាចេះចុះមេស ខ្ញុំតាំងកើតឃើញមេចក៏ចូលនៅតែមើលតាមវត្តខុសគ្នានៅតែងើយមើលវត្តខ្លះស្អាតប្លែកសម្លឹងឡើងវិលមុខផង កុំយាយថាមិនដែលចូល ពូកែរថាគេមេស,
បើខ្ញុំទៅវត្តឱ្យអង្គុយអញ្ចឹងប្រហែលជាខ្ញុំធ្វើដូចបងខេមដែរហើយព្រោះអ្នកជឿលើព្រះយេស៊ូមិនអាចគោរពព្រះផ្សេងទៀតបានទេគឺព្រះនៅក្នុងចិត្តជានិច្ចទោះនៅទីកន្លែងណាក៏ដោយ,
ញុមជាអ្នកធ្លាប់រៀនធម៌សាសនាព្រះពុទ្ធ ហើយក៏ជាពុទ្ធបរិស័ទមួយរូបដែរ  តែខ្ញុំមានមិត្តជាអ្នកគោរពសាសនាយេស៊ូក៏មាន  សាសនាមូស្លីមក៏មាន  អ្វីៗជាការប្រកាន់ភ្ជាបរៀងៗខ្លួន កុំមានអារម្មណ៍អវិជ្ជមានលើគ្នា,
្,
បងខេមមិនដែរចូលវត្តទេ គាតកានខាងព្រះយេស៊ូតើ,
មិនសូវចូលវត្តចឹងហើយ ឆ្ងល់មេចបានវត្តខុសពីចូលក្លឹបរាត្រីចឹង,
ខ្ញុំពេលទៅវត្តកងើយមើលចឹងដែព្រោះរូបភាពផ្ទាំងនៅខាងលើដំបូលស្អាតៗខុសៗគ្នា,
គាត់ចូលខុសព្រះវិហារ,
ងើយមើលរូបគំនូរតើ មានអីត្រូវសើច,
កំពុងមើលអ្វី,
ខ្ញុំក៏អេីយមេីលដែរ​ មេីលគំនូរលេីពិដានព្រះវិហារ​ រឿងព្រះវេស្សន្តរ,
ចុះក្រែងគាត់ជាគ្រិស្ទាន ?,
ខ្ញុំក៏ចឹងអោយតែចូលវិហាតែងតែងើយមើលគំនូរលើជញ្ចាំង,
អោយអ្នកយាស៊ូចូលវត្តអញ្ចឹងហើយ,
ចូលចិត្ដមើលរូបសំណាក់ដូចគ្នាឲតែទៅវត្ដ,
ដូចអូនដែបង,
អាមិចអាម៉ាទេមើលទៅ,
ចូលលេងក្នុងវត្តបាន តែមានឪ្យទៅសំពះរូបចំម្លាក់ក្នុងវត្តទេ បើលោកបងៗដែរគាត់អាយុច្រើនជាងយើងក៏យើងអាចសំពះគាត់បាន,
យូៗយកការធ្វើបុណ្យកឋិនមកលេងសើចចឹង ប្រូ,
មនុស្សអត់ដែលចូលវត្តចឹងហើយ,
មានការចូលចិត្តសម្លឹងមើលជាខ្លាំង,
ខ្ញុំក៏ចឹងដែលចូលចិត្តមើលគំនូរ,
ខេមគាត់ គំពុងឆ្ងល់,
ដូចញុំដែរ ញុំចូលចិត្តអើតមើលផ្ទាំងគំរូណាស់,
បើខ្ញុំវិញវត្តខ្លួនឯងទៅរាល់ឆ្នាំតែងើយមើលឡើងរោយៗក,
ស្មានមានតែញំតើ,
ទោះសាសនាណាក៏នាំឲ្យមនុស្សល្អដែរ,
បែបមិនដែលចូលវត្តហើយមើលទៅ,
បុិអេីយម៉េចអោយប្រកដ,
បើខ្ញុំទៅក៏ងើយមើលដែល ព្រោះគំនូរវត្តនិមួយៗមិនដូចគ្នាទេ,
ចូលចិត្តទេីសគេម្លេស  ធ្វេីខ្លួនឯងអោយតែល្អទៅបានហេីយ,
អាយដលចូលវត្តភ័យមែន,
ខ្ញុំក៏ចឹងដែរងើយមើលរូបដូចតែគ្នា,
ពួកអត់ដែលស្គាល់វត្តហ្ចឹងហើយ,
ចុម! ធ្វើចឹងបានទៀត?,
ដូចខ្ញុំណាស់,
ខ្ញុំចូលក្នុងវត្តពេលណាមើលរូបតែរហូតនិងព្រោះឃើញស្អាតមិនបាច់តែបងខេមទេខ្ញុំក៏មើលដែល,
កាលខ្ញុំមិនទាន់ជឿរព្រះពេលទៅវត្តខ្ញុំក៍មើលរូបគំនូរដែរ,
ទីឋានសិល្បះចូលកាលណាក្បាលវិល360°វិលរកទីចាប់ផ្ដើមនឹងទៅបញ្ចប់,
ចុះបើគាត់សាសនាគ្រិស្ត គាត់មិនដែលចូលវត្តផង,
ដូចជាផ្អេីលៗ​ ធ្វេីមេីលតែមិនដែលចូលព្រះវិហារ!,
គំនូរស្អាត,
ឲ,
នៅចំពោៈ ព្រៈភក្ត ព្រៈសង្ឃ ធ្វើចរិកដូចឆ្កួត កូនអាអត់ពូជ,
ប្រែតចាប់ជាតិ ពេលមកធ្វេីបុណ្យម្ដង ៗ,
តារាមិនដែលចូលវត្តសូមទោសផងដែរនិយាយចឹង,
ការខ្ញុំនៅពីរតូចចូលវិហារអត់អង្គុយមើលអញ្ចឹងទេដេកមើលហ្មង,
ពួកនេះកាលមុនខ្ញុំគាំទ្រ​ តែឡូវស្អប់ហ្មង,
ងាប៣នាក់,
តារាខ្ញុំអត់ដែលស្គាល់វត្តមែនបានធ្វើភ្នែកដូចប្លែកៗ,
អត់ដែលឃើញវិហារមែនដែលចូលវត្តអត់,
ខ្ជិលមើលមុខលោក,
វិហាមានរូបគុំនូគួឲ្យចាំអារម្មណ៏,
គាត់ជាគ្រឹស្រ្តសាសនិក មិនមែនជាពុទ្ធសាសនិកទេ ចឹងរាងប្លែកបន្តិចហើយ,
ខ្ញុំក៏អញ្ចឹងដែរឱ្យតែចូលវិហារម្ដងៗគឺដឹងតែងើយមើលតើរហូតហ្នឹងមិនសូវបានស្ដាប់ធម៌ទេគិតតែងើយមើលរូបគំនូរជានៅលើជញ្ជាំងវិហារ,
មនុស្សម្នាក់អោយតែចូលទៅដឹងតែងើយមើលហើយព្រោះគំនូនៅខាងលើ,
តាមមើលគាត់អង្គុយបទជើងអត់បាននោះអី,
កាន់សាសនាគ្រិៈតែកានជើងអ្នកធ្វើបាបរាសអាឡប់,
គេថត ចំរៀងទេដឹង,
អាឡប់,
ពួកឆ្កែបីក្បាលនេះប្រសប់ឆ្កួតច**ម្រាយ។,
អ្នកគ្រីស្ទានចឹងហើយ,
ខានមើលយូហើយ,
មើលរូបគំនូ,
ផលិតែតែកងឥណហួសពីយក៊់,
ដូចតាគ្នាទេបង,
ខ្លួនប្រាណនៅនឹងវត្តតែចិត្តនៅនឹងព្រះ,
ល្អមើល,
មិនដែលចូលវត្តចិងអណ្តែលឃើញគុំនូរវត្តមិចចឹងហ៏,
សុខោ បុញ្ញស្ស ឧជ្ជយោ,
ព្រះមិនដែលបង្រៀនមនុស្សអោយស្អប់មនុស្សនោះទេបងខេមយល់ដឹងពីព្រះកម្ពីរនៅបងខេមឯងកូនខ្មែដែរតើអី,
មើលរូបគំនូរថាវិចិត្រករគូរស្អាតៗណាស់,
គេគ្រិះ,
ខ្ញុំចឹងដែរបងបេីរូបព្រះស្អាតណាស់ដោយមិនបានឃេីញពិតផងឃេីញតែកំនូបេីក្រៅល្អយ៉ណាទេបង,
មកសើបការណ៍ ពីវត្តទេដឹង,
មិនថាគាត់ តែខ្ញុំក៏ហើយដែរព្រះរូបគំនូរស្អាតហើយឆ្ងល់ថាគេពូកែគូរ,
បងខេមគាត់យេស៊ូណឹង,
មិនយល់អត់ចូល,
ខ្ញុំក៏មើលចឹងដែ,
ឃើញរូបគំនូរស្អាតចង់មើល,
ធ្លាប់នៅក្នុងព្រៃ ត្រូវមើលចឹងហើយ មិនដែលឃើញ,
ឆ្កេខេមចូលវត្ត,
ក្រែងខេមគាត់កាន់សាសនាយាស៊ូតើហីមិនមកកឋិនវិញចឹង,
អត់ដែរចូលវត្តទើបគាត់ងើយមើល,
មនុស្សចំឡែក,
សាសនាគ្រឹសចូលវត្តមិចទេបងខេម,
តិចចង់លក់វត្តទៀតទៅ,
ដូចខ្ញុំណាស់បងអោយតែបានចូរទៅក្នុងវត្តដើរមើលផងអង្គុយមើលផងចងបាក់កហើយ,
អ្នកណាក៏មើលដែរគឺមើលគំនូ មើលហើយសរសើរជាងគំនូពូកែគូទោះគូលើជញ្ជាំងពិដានក៏អាចគូបានស្អាត,
ចំខេម គ្រីស្ទាន ទេតើ ចឹងហើយបានមិន សំពះលោក,
ស្មានមានតែខ្ញុំតា៎ដែលចូលចិត្តសម្លឹងមើលរូបក្នុងវិហារ,
បើមិនចង់ចូលវត្តកុំចូលល្អជាង,
ឲតែទៅវត្តខ្ញុំមើលមិនធុញទេ,
ដូចមីងដែរ,
ឆ្កែចេះចូលវត្តដែរ,
មនុស្សមិនដែលចូលត្ដវវាចឹង,
មើលអោយហើយទៅ ផ្លង់រាវ និងផ្លង់រឹងនៅនេះទាំងអស់,
ពុកកែសំដែង,
ខ្ញុំចឹងតែរហូតនឹង,
កុំថាតាពួកគាត់ខ្ញុំក៏មេីលដែរចូលចិត្តណាស់អោយតាទៅវត្តគឺវិហារ មុនគេហេីយ,
ចុមអាកំណើតសត្វ,
ខ្ញុំក៏កំពុងតែឆ្ងល់ដែរហេតុអ្វីបានជាលោកខេមទៅហែកកឋិនចូលវត្តព្រះអង្គពិតជាព្រះមិនសព្វហរទ័យនោះទេពីព្រោះខេមបានទទួលជឿព្រះយេស៊ូវរួចហើយហេតុអ្វីហេតុអីបានជាធ្វើបុណ្យកឋិនហើយចូលវត្តទៅវិញ,
មែនតើញុមតើ,
ឥវ៉ាន់ថ្មីខ្លាំងបន្តិចហើយ,
ដូចតាខ្ញុំដែរនឹង,
កាន់សាសនាព្រះយេស៊ូ តែមកសំពះព្រះសង្ឃ នរក!!,
កិត្ត,
ខាងតំបូលមានបញ្ហាអីបងៗ,
កំជេរគាត់អីព្រោះពូកគាត់មិនដែលចូលវត្តទេ,
គំនូរតាមវិហ៊ារស្អាតៗណាស់,
ខេម កាន់សាសនាយេស៊ូគ្រិស្ដ,
គាត់ខ្លាចជីងចក់,
មើលហ្នឹងឃើញវិហាស្អាតប្រុងយកបច្ច័យទៅវិញ,
ញោមកុយឯងមើលលើពេកហើយ,
ប្រហែលមិនដែលចូលវត្ត,
បានបុណ្យច្រើនៗ,
គាត់មើលគំនូរលើផ្ទាំងវិហារទេការខ្ញុំចូលក្នុងវិហារក៏ខ្ញុំចូលចិត្តមើលគំនូរក្នុងវិហារដែរព្រោះគំនូរគូរគូស្អាតៗគួរឲ្យចង់មើល,
ទេីសខុសទំនងតាចូលវត្តមេីលហេីយព្រោះស្អាតចូលបុ៉នម៉ានដងក៏នៅតែមេីលដែរ,
មនុស្សបាបឆ្ងល់ច្រើនចឹងហើយ,
កូហក៍ពេកខ្លាច់បាប់,
ញ៉ាំការនៅក្មេងទៅវត្តក៏ងើយឡើងលើអញ្ចឹង,
អុញមើលអី,
មកពីខេមកាន់សាសនាយ៌េស៌ូចឹងដល់ព្រះពុទ្ធឆ្ងល់,
ស្មានមានតែខ្ញុំទេ,
គាត់មើលគំនូរលើជញ្ជាំង,
គេថតMVចំរៀងសោះ ហើយអ្នកខ្លះក៏ឆោតទៀត,
មិចចេះបងប្លែកកន្លែងមែន,
គាត់មេីលគំនូរឃេីញស្អាត់ៗដូចខ្ញុំដែរ,
ខាងស្រីក៏ងើយមើល មិចមិនទើសដែរទៅ,
សូមព្រះប្រទានពរបងខេម,
មើលគំនូរមែន,
ុំើហឆ,
ប្រហែលមិនដែលចូលវត្តតំបន់ក្រីក្របានសម្លឹងចឹង,
អាមិចៗរេ៉,
ដូចខ្ញុំដែរ ស្មានតែមានតែខ្ញុំទេ,
ក្មេងយ៉េស៊ូចឹងហើយបាបវាឡេឡឺ,
រកឈ្មោះកសាង,
គ្រិស្តទានចូលវត្តបានតែមិនគោរពរឺបូជាព្រោះយើងមានព្រះតែមួយ,
ដូចវត្តនៅកោះឧកញាត្តី,
តាមខ្ញុំធ្លាប់ដឹងខេមគាត់កាន់សាសនាគ្រឹះហេតុអីគាត់មកខែកឋិនបាន,
ជោរតិចហ្នឹង,
សាធុកសាធុកសាធុក,
ទេវាលែងជាidolខ្ញុំហើយ,
ធម្មតាមនុស្សអត់ដែលចូលវិហារចឹងហើយអត់ដឹងថាក្នុងវិហារមានអីគេខ្លះ,
មែននុង,
មិចចឹង បងខេម,
ខ្ញុំចូលចិត្តមើលគំនូរក្នុងវត្តណាស់ពិសេសក្នុងព្រះវិហារ នឹងហ្មង,
សីម៉ាញុមគយគន់ គិត គណនា,
ក្រុមប្រេតមិនដែលចូលវត្ត,
ស្មានមានតែខ្ញុំហើយតើ,
ងើយមើល រូបគុំនូរ លើ ពិដានព្រះវិហារ,
មុខមិនដែលចូលវត្តមិននឹកស្មានថាវត្តល្អម្លឹងៗ,
ឲតែចូលវិហារម្ដងៗមើលរូបមិនអស់ចិត្តឆ្លៀតមើលអក្សរគេចូលលុយធ្វើវិហារ,
គួអោយតំលៃលេីសាសនាខ្លួនឯងច្រេីនជាងនេះ,
ហេតុអ្វី,
គ្រាន់តែគាត់ងាកមើលគំនូរដែលគេគូសនៅជាប់នឹងពីដានខាងលើហ្នឹងសោះក៏នាំគ្នាឆ្ងល់ដែរ,
ដូចញុំដែលចូលចិត្តមើលណាស់,
ខ្ញុំក៏ចូលចិត្តមើលរូបលើជញ្ជាំងដែរអោយតែចូលវិហារហើយអ្នកខមិនថាអោយគេនឹងក្នុងខួរគិតអីគ្រាន់ចឹងក៏ទើសដែរគិតទៅអ្នកទើសចាំតែទើសមែន,
មិនពេញចិត្តបងខេមមែន,
សាសនាមិនប្រកាន់សាសនានោះទេតែមកពីរចិត្តមនុស្សជានាក់ប្រកាន់សាសនា,
ណាថាមិនងើយ,
មកពីដែលឃើញបានមើល,
បើវេទនាណាស់ មិនបាច់ថតទេខេមអើយ តឹងទ្រូងណាស់ ប្រយ័ត្នខាងនោះ.........,
មើលរូបនៅលើហរដូចខ្ញុំដែលនឹង,
ស្វា,
រកមើលអីគេបង ប្រាប់ខ្ញុំផងខ្ញុំមើលដែរ,
គំនូរស្អាតៗណាស់,
រកគំនូរកន្លែងមិនទាន់មានឈ្មោះក្រែងចូលបានមួយផ្ទាំងដែរ,
មេីលទៅពួកគាត់មិនដែរចូលវត្តទេ,
ហេតុអ្វីចូលចិត្តគិតអ្វីអវិជ្ជមានម្លេះ,
គ្រាន់តែចង់លេីកទឹកចិត្តដល់គាត់ថា បេីយេីងក្រាបថ្វាយបង្គំដល់ព្រះដ៏ពិតហេីយ គួរចៀសចេញពីការងារណាដែលនាំអោយយេីងទៅថ្វាយបង្គំព្រះដ៏ទៃ,
មិនដែលឃើញគូគំនូរវត្តស្វាយសាមទារបងៗ,
គ្រាន់តែមើលរូបគំនូរក៏ខុសដែរពួកអាទើស,
បេីមិនប្លែកពួកវាមិនធ្វេីទេ,
ដូចវត្តហេីយ,
គេមើលគ្រប់គ្នាតើមិនមែនមើលតែគាត់ទេ,
អតដែលស្កាលវត្តទេមើលទៅ,
បើមិនគោរពបូជាជំនឿលើព្រះពុទ្ធសាសនាទេមិនបាច់ចូលវត្តទេចូលហើយធ្វើចរិតឫកពាបែបនេះកុំចូលល្អជាងធ្វើមិនចេញពីចិត្តចេញពីបេះដូង,
ហាសៗហា,
អ្នកជឿព្រះ គេអាចចូលបានទៅបានក្នុងវត្តអីគ្រាន់តែគ្មានការថ្វាយបង្គំរូបសំណាក់ទេ,
គាត់មើលរូបគុំនូស្អាត,
ដោយសារគាត់ជាហោរាពីជាតិមុន,
គេងើយមើលរូបនៅលើពីដានព្រះវិញហាមេចបានថាអោយគេចឹងមនុស្សអីឡូវលែងខ្លាចបុណ្យបាបអស់ហើយ,
មិចនិងអាយដលរបស់ខ្ញុំ,
ចេះកំប្លែងទៀតអាយដល,
មើលអីនឹង,
ងើយមើលអី??,
មនុស្សមិនដែលចូលវត្តតែប៉ុណ្ណឹង,
ពួកមិនដែលចូលវត្តចឹងហើយ,
ដោយសារមិនដែរឃើញសោះ,
លោកខេម,
តួរស្រីធ្វើដូចអត់ដែរចូលវត្ត,
អាយដលកាន់សាសនាយេស៊ូចូលចូលវត្តទៀត,
ចៅខ្ញុំអាយុជាងមួយខួបគាត់ចូលវត្តលើកទីមួយចឹងដែល,
មិនដែលចូលវត្តដល់ពេលគេឲ្យសម្ដែងធ្វើបុណ្យម្ដងរៀងមើលលើមើលក្រោម,
ពួកក្រុងចុះស្រែ,
ខ្ពើមមុខលោក,
មើលអីលោកខេម,
ក្រែងយេស៑ូអត់ចូលវិហាខ្មែរទេហី,
ខេម អរគុណព្រះជាម្ចាស់,
មើលរូប,
ញុមក៏ចឹងដែលមើលគំនូរនឹងហើយ,
ធ្វើបុណ្យទាំងបង្ខំចិត្ដ,
កាលខ្ញុំមិនទាន់ជឿលើព្រះយេស៊ូគ្រិស្ត ខ្ញុំតែងតែមើលរូបដែលគេគូរនោះដូចគ្នា មានអីត្រូវឆ្ងល់???មនុស្សមួយចំនួនប្លែកៗ គិតអីបែបអវិជ្ជមាន,
នេះរឿងពិតដូចខ្ញុំដែរទៅវត្ដម្តងៗ,
គាត់ងើយមើលគំនូរ,
ខេមគាត់អាចនិងលែងចូលកាន់ សាសនាគ្រិះ ខ្ញុំឃើញគាត់តាំងពីចូល galaxy មកគាត់និយាយមិនស្មោះត្រង់ ទ្រង់ឡើយ,
មើលអីបង,
កុំថាឱ្យគ្នាបងប្អូនព្រោះគ្នារៀនសូត្របានតិចតួចណាស់ខេមកម្រិតវប្បធម៌គឺនៅទាបណាស់,
ពួកគាតមិនដែចូលវត្តទេដឹងបានចឹងនោះ,
ទៅជាចាស់ៗនៅខាងក្រោយវិញ,
អត់យល់អីតិច,
គ្រាន់តែងេីយមេីលរូបគំនូរក៏មាននាក់ទេីសដែនិយាយមែន,
ដូចញំចឹងអោយតែទៅវត្ត,
ឆ្ងល់ណាស់,
កើតចេញពីសាសនាព្រះពុទ្ធតើធ្វើឯងឆ្ងល់អីណា,
ចូល១០លារកអត់ឃើញ,
អត់ដែលចូលទេបានមើលយ៉ាងនឹង,
ងើយរកមើលឈ្មោះគាត់កសាង ខ្លាចបាត់ឈ្មោះ,
ខ្ញុំងេឺយមេឺលគំនូរដែរ,
ព្រោះគាត់ជឿព្រះយេស៊ូ,
ខ្ញុំក៏ចឹងដែចូលក្នុងព្រះវិហាគឺដូចពួកគាត់ចឹង,
ខ្ញុំបួស6»7វសានៅតែមើលចឹងដែរ,
ងើយរកមើលព្រាបមែន អូនៗ,
មនុស្សក្បត់អ្នកណាបានតែកុំក្បត់ខ្លួនឯងនឹងក្បត់សាសនា,
ដូចតែគ្នានឹង,
ខ្ញុំក៏ចូលចិត្តមើលដែរគឺមើលរូបគំនូ,
បែក មើលផ្កាយរហូត,
បងធ្វើលេងឬ,
យូរៗចូលវត្តម្ដងប្លែកភ្នែក,
កើតអីបង,
ខ្ញុំក៏អញ្ចឹងដែរអាយដល,
បងឥឡូវបងខេមមុខចាស់ម៉េស,
វាមិនដែលអ្នកជឿយេស៊ូគ្រឹស្តហែកឋិនចូលវត្តរេ,
ខ្ញុំក៏ចូលចិត្តមើលដែលពេលចូលវត្តម្ដងៗ ព្រោះស្អាតទាក់ទាញ,
Oun Molika TV អ្នកកាន់សាសនាព្រះពុទ្ធដូចជាមិនប្រកាន់ទេបងហើយក៍មិនតិះដៀលគេផ្តេសផ្តាសដែរអ្នកកាន់សាសនាព្រះពុទ្ធចំគាត់ថ្លៃថ្នូរណាស់,
គ្នាងើយមើលគំនូរ នៅលើដំបូលជញ្ជាំងទេ,
អោយគាត់អង្គុយនៅមុខគេទៀត,
គាត់មើលរូបគំនូរនៅលើជញ្ជាំងតើ,
មិនមែនទើបមកពីស្រែទេ,
គាត់យេយូទេ,
ខេមកុំបានល្បី ធ្វើភ្លើណា,
អស្ចារ្យគេហើយ,
ខ្ញុំអង្គុយសម្លឹងមើលតាំងពីតូចរហូតដល់ធំអត់ឆ្ងល់តែនឹកឃើញពេលមើលរឿងព្រះពុធ្ធល្អមើលណាស់,
ខ្ញុំសង្ឃឹមថានោះជាការល្អ,
មុចដូចអាខេម,
ថាខ្ញុំទៅក្មេង ចុះបងខេម ចាសហើយមិចចឹងដែ,
ខេមមិនមែនទៅធ្វើបុណ្យទេព្រោះខេមកាន់យាយស៊ូ ខេមទៅនេះព្រោះតែមានបញ្ជាតែប៉ុណ្ណោះ,
អ្នកកាន់គ្រឹស្តសាសនាចូលព្រះវិហារពុទ្ធសាសនាហែរកឋិនដុតធូក?,
សិក្សាប្រព័ន្ធទិក ហិហិ,
ខេម គាត់កាន់សាសនាយេស៊ូតើ,
មកពីគាត់មិនដែលស្គាល់ព្រះពុទ្ធសាសនាខ្មែរ គាត់ធ្លាប់ស្គាល់តែគ្រិស្តសាសនា,
វាកាន់សាសនាគ្រិះហ្នឹង,
ដូចខ្ញុំដែរចូលចិត្តមើល,
ខ្ញុំធ្លាប់បួសខ្ញុំដឹងដោយសាតែលោកលេកពងបានមិនហ៊ានមើល,
គេមើលគំនូរ,
មកពីភ័យធ្វើបាបច្រើនពេក,
សាសនាគ្រឹះសាសនាព្រះពុទ្ធសាសនាអ្វីក៏ដោយឱ្យតែយើងចេះប្រព្រឹត្តល្អ,
មនុស្សមិនដែលចូលវិហារចឹងហើយ,
គ្រាន់តែគេមេីលរូបគំនូផ្លែកៗសោះថាគេភ្លេីដែរអ្នកយាយនឹងបានភ្លេីមនុស្សអស់ធំប៉ុន្នឹងហេីយមែនភ្លេីដូចអ្នកថាឲ្យគេនឹងទេ បានយាយចេញមកអត់ខួគិត,
លោកតាឆ្ងល់ហើយម៉េចចៅងើយមើលលើអញ្ចឹង,
ស្មានចោរ,
យេស៊ូ,
មុនគាត់ជឿព្រះយេស៊ូវគាត់ជឿព្រះពទ្ធដែដូមញាំពីមុនដែមុនជឿព្រះយេស៊ូវ,
លោកពូហើយចូលមកវត្តអីមើលៗម៉្លេះ,
ដូចខ្ងុំដែរ,
អាចៗ,
មើលឫកគេ មើលគេធើ,
គ្នាមិនដែលបានចូលវត្ត,
ពួកមិនដែលចូលវត្ត,
ចុះក្រែងគាត់ហ្នឹងគ្រីស្ទបរិស័ទមែនទេ?,
គ្រាន់ចង់និយាយថាសាសនាយេស៊ូលំដាប់អីគួរដឹងហើយ,
ទើបចូលវត្តលើកទីមួយ,
ពួកគ្រីស្ទានវាចូលវត្តដើម្បីសើចចំអកទេ,
បែកហើយ,
វាសម្តែងនឹង,
អាយដលងើយមើលគំនូរសោះក៏ល្បីដៃរ,
យាយសួរចេះចូលវត្តដែរ,
គ្រាន់តែគេងើយមើលរូបគំនូរក៏ថាគេចេះចុះដែរបើយូរៗបានចូលវត្តម្តងមើលហ្នឹងហើយខ្ញុំក៏មើលដែរមិនហ៊ានមើលមុខលោកទេខ្លាចលោកអៀន,
មើលគំនូរព្រះអង្គ ស្អាតៗ,
ពួកហ្នឹងវាមិនដែលចូលវត្តទើបបានជាឆ្ងល់,
សាធុសាធុ,
ចេញមកឆ្គួត,
មិនខុសទេប៉ុន្តែខុសព្រះបន្ទោសព្រះ,
ខ្ញុំក៏ងើយចឹងដែរ ចូលចិត្តមើលណាស់រឿងពុទ្ធប្រវត្តិដែលគេគូរនៅលើពិដាននឹងជញ្ជាំង,
មួយឆ្នាំចូលវត្តម្តងចឹងហើយ,
ទ្រាំលែងបានហើយ  វាដូចជាជ្រុលពេក  ខ្ញុំសុំសរសេរបញ្ចេញអារម្មណ៍ពិតបន្តិចហើយ ថាចង់សរសេរយូរហើយ ប៉ុន្តែចេះតែខ្លាចការសរសេររបស់ខ្ញុំ អាចធ្វើឲ្យប៉ះពាល់ដល់អារម្មណ៍អ្នកខ្លះ! តែលែងខ្វល់ហើយ អ្នកណារើសយកដាក់ខ្លួន ក៏យកទៅ ខ្ញុំបានគិត និងធ្វើការសម្រេចចិត្តយ៉ាងច្បាស់… See more,
នាយក្រិនមួយទៀតបានល្អមើល,
ចាម,
ប្រហែលជាគាត់មិនដែលឃើញទេបាទ។,
គ្រាន់តែមើលក៍ខុសដែរ???,
ពួកអាឆ្កួត,
បើអាហ្នឹងវាកាន់យេស៊ូហ្នឹងពេលវាឃើញគំនូរក្នុងវត្តវាមិនឆ្ងល់,
ចុមអាមួយនេះចេះចូលវត្តដែរតើ,
ចាមទេ,
ក្បត់ដូនតាខ្លួន,
មើលគុំនូរ,
ខេម គាត់គោរពព្រះយេស៊ូ,
ខាតចូលវិហារយូរ,
អើតមើលតែតាជជក់,
ខ្ញុំចឹងដែរងើយមើលរូប,
ខ្លាចដំបូលវិហ៊ាបាក់សង្កត់,
ម្នាក់ប្រុសនោះក៏ងើយមើលក៏មិនទើសដែរទៅ?,
ខេមទៅតែខ្លួនទេតាមពិតចិត្តនឹកព្រះយេស៊ូ,
អាឆ្កួតបើចឹងខំទៅរកងាប់អី,
កើតជាកូនខ្មែរដែរតែក្បត់សាសនាខ្លួន,
បើគាត់កាន់យាយស៊ូ,
ចូលខុសវិហាចឹងហើយ,
គាត់សំងែងរឿងទេឃើញអ្នកថតនៅពេញនិងទេអី,
អានឹងទៀត,
ពួកអាធ្វើបុណ្យជោតាមមេចេញមកយ៉ាប់ៗម៉ង,
ម៉េចចឹងអាយដលប្លែកភ្នែកមែនបើម៉េចម៉ាមកកាន់សាសនាយើងវិញទៅសប្បាយណាស់,
អ្នកនាង កុនច័ន្ទសីមាស្អាត់ណាស់គួឲ្យស្រលាញ់,
បើខ្ញុំមិនចូលទេ,
ចុមពួកយេស៊ូចូលវត្តធ្វើក្បាលក្រឡេងគីឡូមដូចគេលេងគីឡូង,
ចុមអាយដលខេមចេះធ្វើកឋិនទៀតក្រែងលោកបងខេមកាន់យេស៊ូវី,
គ្រិស្តសាសនិកក៏បាន ពុទ្ធសាសនិកក៏បាន = ទម្មិឡ ។,
សម្តែង,
ថ្នាំពុងតែជ្រាប,
ធ្វេីដូចមិនដែលចូលវត្ត,
ស្មាន់តែមានតែញុម,
ពួកអាភ្លើវាមិនដែលចូលវិហារ,
ឆ្កួត,
ពួកអាជនជាតិទ្រវាទៅដឹងវា,
អីក៏ដូចម៉េសលោក,
មិចនឹងអាយដរអូន,
ត្រូវហើយព្រោះបងខេមជាអ្នកជឿលើព្រះយេស៊ូគ្រិស្ដ,
ដូចប្រែតមិនដែលចូលវត្ត,
សួរដូចឆោត កាន់សាសនាណាអោយពិតប្រាកដ?,
ចូលវត្តថ្ងៃដំបូង,
គិតអីខ្លួន,
បងឃែមរកមើលតាជូជក់,
ដូចអត់ដែរចូលវត្តidol,
ចូលវត្តម្តងធ្វើជាឆ្ងល់,
ចរិករឹកពាមិនសមជាអ្នកកាន់សាសនាព្រះពុទ្ធសោះ,
ដូចញុមដែន,
ចប់ទាំងស្រីចប់ទាំងប្រុស,
ទៅទាំងបង្ខំអារម្មណ៍ កាន់សាសនា គ្រិះសោះ,
ខ្ពើមមុខលោកមឺន?,
ខ្លាចពីដានជ្រាបទឹក,
អាខេមដែលវត្តណា,
ខ្មែរទេកុំធ្វើឆ្ងល់,
