Comments,Type
ចុមនៅស្រុកខ្មែរម៉ូតូមានផ្លាកលេខចឹងដែរ។,
ខ្មែរធ្វើបាន,
បើយួននៅជាប់ប៉ុស្តិ៍ប៉ូលិសណឹង,
ពេញទឹកពេញដីហើយបង,
ជិះជិតៗប៉ូលិសមើលអត់ឃើញផងនឹង,
ពួកអាឆ្កួត ចុះហែងអត់ដែលជិះចូលទៅដីគេទេហា រឿងជិះចូលដីគេ ដីយើងគេមានច្បាប់ ភ្លើម្លេះ ប្រឆាំងឲ្យវាត្រូវផងមើល មកពីពួកហែងមិនធ្លាប់យកឡានម៉ូតូជិះទៅ ប្រទេសគេ ឬហែងធ្វើមិនដឹង?,
បណ្ដោយឱ្យយួនចេញចូលសេរីតាមចិត្ត អត់មានត្រួតពិនិត្យទេ ឱ្យតែបែបនេះ តិចទៀតទឹកភ្នែកជូតក្បាលជង្គង់ហើយ,
ខ្ញុំជិះម៉ូតូមានគ្រប់សព្វនៅតែប៉ូលិសចាប់បាន ដល់ពេលនេះគាត់មើលមិនឃើញ,
ប៉ូលិសចរាចរណ៍មិនហ៊ានចាប់ទេចាប់បានតែខ្មែរគ្នាឯង,
ឆ្ងាញ់ត្រង់អត់មួកទៀត,
ខ្លួនតូច តែ បេះដូងធំ,
ឲតែ2000៛ចូលបានហេីយ,
ឱស្រុកខ្ញុំអើ៊យ,
យួនចូលពេញស្រុកនៅអគុណសន្តិភាពទៀតចេះទៅរួច,
ឥឡូវគិតមិចកនយេីង,
ស្មែរតើ,
អត់មានពូលីសហានចាប់ទេ,
បើផ្លូវជាតិលេខ3វិញខ្វះអីបង,
នៅណាក៏មានដែរ​ ពូជនេះនោះ,
ឌូម៉ា..,
ស្រុកយួនតើរាល់ថ្ងៃ,
យួនពេញស្រុក​,
មេ,
ឡានក្រុងក៏ច្រើនដែរស្លាកលេខពណ៌លឿង,
ចុមផ្លាកលេខអីគេហ្នឹង,
មន្ត្រី ខ្មែរខ្ញុំ ខ្លាចសាសន៍,
ខ្មែរជិះម៉ូតូអត់មួកដេញទាលតែធ្លាក់លូ,
ផ្លាកលេខហ្នឹងគេដាក់រកករងកម្ម,
ស្រុកខ្មែរអាចធ្វេីបាន,
យួនវាហានណាស់,
ចុមខ្លាំងម្ល៉េះវ៉ៃលុកត្រឹមព្រំដែនបាវិតបានហើយដល់ភ្នំពេញទៀត,
ម៉ូតូយូន អត់ពាក់មួកទៀត ធ្វើអីកយ,
មើលម៉េចឃើញព្រោះអាហ្នឹងវាចេះមិនបានភ្នែកប៉ូលីស,
យួនធ្វេីបាន,
ខ្លាំងមែនៗ,
ពួកហ្នឹងមើលមិនឃើញទេ,
មកពីមន្ត្រីខ្មែរយើងយកលុយវាហើយបានជិះមកដល់ខេត្តព្រះសីហនុ បើទៅវាវិញចាបមួយចូលមិនបានផង,
ស្លាកលេខផ្លាកលេខហ្នឹងចេះបាំងភ្នែកប៉ូលីសតើវាប៉ូលីសមើលមិនឃើញទេប្រឡាក់លេខម៉ូតូហ្នឹងនោះ,
ច្រេីន,
ចប់ហើយស្រុកខ្ញុំអនាគត,
មើលអត់ឃើញទេ ឆ្លងកាត់ម៉ោងបាយ,
មិនបាច់ខ្វល់ទេតិចទៀតមានជិះពេញស្រុកហើយ,
លូវទៅទីណាក៏ឃើញដែរ,
ប្រទេសយើងខ្លាយជារបស់គេហើយតែគេមិនទាន់បញ្ចេញមុខទុកអោយប្រជាជនយើងរស់នៅហើយគេមកម្ដងមួយៗយូរៗទៅពេញប្រទេសហើយៗគេរសនៅយ៉ាងស្រួលមិនមានបញ្ហាអ្វីឡើយ,
បើស្រុកវាវិញគឺចប់,
តើប៉ូលីសនៅឯណានៅពេលយើងត្រូវការពួកគេ?អះអាងថាជាអ្នកស្នេហាជាតិ..គូទខ្ញុំ,
ខ្លាចយួន,
ចុយម្រាយអើយឪកូនអាខ្វាក់បន្តោយអោយពួកអានេះចូលពេញប្រទេសហើយ,
រឿងធម្មតា,
ពួកអាឆ្កែ វាមើលមិនឃើញទេ បើវាមនុស្សវាមើលឃើញហើយ!,
យើងចាញ់បោកយួន វាជិះចូលខ្មែរបានតែខ្មែរជិះចូលវិញមិនបាន តើយើងនៅយកចោរធ្វើមិត្តដល់ណា?,
និងជាឆ្កែហ៊ុនសែន,
Public បណ្តើៗហើយ,
ប៉ូលិសអត់ចាប់ទេ,
ផ្ញេីអោយអាយ៉ងមេីលផង,
កុំនិយាយច្រើនពេកប្រយ័ត្នបងប្អូនដឹងហើយឮហើយ,
ឆ្កែយួន,
អបអរសាទរ​ផង​,
ថោកមែន,
អនិច្ចាចំនេះដឹងប្រជាជនខ្ញុំ,
ល្មមត្រាស់ដឹងហើយគ្រប់ទីកន្លែងនឹង,
ពួកចូលស្រួល ចេញពិបាក។​,
ប្រទេសខ្មែរជាប្រទេសចាប់ឆាយ។,
ស្លាកលេខយួនហើយអ្នកជិះក្រោយអត់ពាក់មួកទៀតលោកបូលិសមើលអត់ឃើញទេយួនចេះបំបាំងកាយហើយមើលទៅ,
ស្រុកខ្មែរ,
ហឺ,
ចាប់ម៉ូតូយួនទុកកុំអោយជិសបើខ្មែរស្រុកវាវិញវាមិនអោយយើងចូលស្រុកទេពូកអាចុយម្រាយយួនប៉ូលើសខ្មែរអត់ហា៊នចាប់យួនហ៊ានចាប់តែខ្មែរអែង,
ជារឿងធម្មតាទៅហើយ,
ប៉ូលិសខ្មែរទៅណាអស់ហេីយ?,
គ្មានឃើញក្បាលអាណាចុះចាប់,
Doma Aseang,
មិចនឹងហ៊ានចាប់ទៅ,
សេរីហើយ,
ថាម៉ូតូទៅវាតូចមើលមិនឃើញតែឡានក្រុងប៉ុណ្ណាណីស្លាកលេខយួនបើកបរសេរីពេញទីក្រុងគុជ,
នៅកោះកុងវិញក៏ឃើញមានជិះច្រើនដែរបង,
ហើយដីចច្រណែនជិះទៅស្រុកគេវិញទៅ ឯងជិះចូលប្រទេសគេអត់មានអាឆ្កួតណាមកថតចឹងដូចអ្ហែងឡើងព្រែកចាកឬភ្នំឌិនចូលយកតែអតសញ្ញាណប័ណ្ណទៅជិះចូលយ៉ាងច្រើនអស់២០០០ទេដែលអត់បើមិនដែលសាក់មើលមើស,
បើឈាមខ្មែរមិនចាប់ទេ,
ប៉ូលីសខ្មែរយើងមួយចំនួនស្គាល់តែលុយទេ,
អាសត្វតិរច្ឆានយួនតើ,
បាត់ឆ្កែយាមផ្លូវទៅណាអស់ហើយ,
យួនច្រើនណាស់,
ប៉ូលីសមិនហ៑ានចាប់ទេ ចាប់បានតាខ្មែរ,
ជិះពីយួនមកដល់ក្រុងខ្មែរតែម្ដងកុំជោ,
ពួកអាសត្វយួនវាគ្មានខ្លាចក្បាលអាណាទេ,
បេីនៅតាមច្រកព្រំដែនវិញមិនបាច់និយាយ .,
គិតមិចឡូវ,
ច្រើនណាស់បង,
ប៉ូលីសចរាចរថា ស្លាកលេខអាស៊ានទេដឹង បានមិនហ៊ានខាត់,
ប៉ូលីសណាក៍ដោយហ៊ានចាប់ផាកស្លាកលេខនេះដឹងតែធ្លាក់ផ្កាយពីលើស្មារហើយ,
និងមេនស្លាកលេខយួន,
នៅសៀមរៀបឃើញរហូតនិង,
ចូលបានទៀត,
ឪ,
ទាត់១ជេីង,
ច្បាស់ណាស់ថា យួន?????,
កំពង់សោមអត់ខ្វះទេបង ពេញនឹង,
តិចទៀតមិនខ្វះទេ,
ស្រលាញ់ជាតិពេកទៅចឹងអស់ទៅ,
ទឹកត្រីសញ្ញាបង្កង,
បើពលរដ្ឋខ្មែរ ដឹងតែអស់លុយទៀតហើយ,
នេះហើយស្រុកខ្មែរអត់យួន,
ក្មេងមែន ម៉ូតូជំនាន់ធ្លាក់គ្រាប់ទេ,
សើចអាយះមាត់,
កំសោយ,
វាថីមួយៗចេះតែមកធ្វើបាបតែខ្មែរចឹងអស់មួយទៅមួយគ្រប់ៗរូបភាពគ្រប់ៗបញ្ហាមិនចេះចប់មិនចេះឈរចឹងអស់លោកចាត់ទុកថារាស្ត្រខ្មែរដូចសាច់ហើយហ្នឹងជ្រុញមែន,
ញាតិរបស់អាថោកកម្ពុជាលេខនេះមកពីទីក្រុងព្រៃនគរកម្ពុជាក្រោម,
មួយយប់អត់បានដេកទេមើលទៅ,
នាក់ជិតខាង,
ម៉ូតូខ្ញុំក៏ជិះទៅវៀតណាមបានដែរឱ្យតែមានខាតគ្រីច្បាស់លាស់,
យួនចូលគ្មានអាណាអើពើអីតិចសោះ,
ដល់កណ្តាលទីក្រុងហើយ,
ហៅបងប្អូនយើងញាំបាយផងមកដល់យូរហើយ,
បងប្អូនខ្ញុំមកដល់កាំជាហើយ,
ចប់ស្រុកខុំមិនបាច់និយាយទេ,
កន្លែងណាក៏មានដែរបងអើយ,
បងប្អូនយើងតើបង,
មិចប៉ូលិសអត់ឃេីញចឹង ហេីយខ្ញុំអត់ដាក់ខ្សែក្រវ៉ាត់ឃេីញច្បាស់ម្លេះ,
ចាត់ទុកប្រទេសដូចប្រទេសវាហើយ,
ម៉េចក៏មិនហ៊ានផាកប៉ូលីសខ្មែរយើង,
ប៉ូលីសអត់ហ៊ានចាប់ទេព្រោះអត់ចេះយាយវៀណាម,
ចុមជិះ បានហើយស្រុកស្មែ,
C.L.V.ធ្លាយដល់នឹងហើយទេដឹង?.,
ចុះក្រែងបងធ្លាប់និយាយថាកុំប្រកាន់អ្នកជិតខាង,
បងអូនយើងតា យើងស្មែរ គាត់ កាំជា,
ឆុយ  ស្លាកលេខអាមេរិក,
ខ្មែរអើយខ្មែរ ម៉ូតូយួនជិះបានពេញស្រុកខ្មែរ តែគ្មានទេ ផ្លាកខ្មែរជិះបាននៅយួន…,
ស្អីកមិនខ្វល់,
ដឹកនាំអត់កំនើត,
បងប្អូនល្អ,
យកទៅណាអស់,
ឆ្លងមក២ច្បារអំពៅនឹងតើ,
ទៅខ្វះអីនៅណាក៏មានដែរ បើស្រុកកោះធំ ខេត្តកណ្តាលខ្ញុំវិញខាប់ដូចទឹកគ្រឿង,
ខាងញ៉ុមកំពង់ធំខ្វះអី,
នៅសៀមរាបច្រើនដ៏ករ,
តែមិនស្រួលលោកប៉ូលិសអត់ហ៊ានផាកពិន័យអត់ពាក់មួកផងដឹង,
វាអាចធ្វើបាននៅស្រុកយើង ចុះយើងវិញ?,
បើនៅថៃវិញគេចាប់ដាក់គុកបាត់ហើយស្រុកខ្មែរស្រួលចឹង,
ទីផ្សារសេរី,
ស្រុកខ្មែរប្រទេសខ្មែរ មិនមែនប្រទេសយួនទេម៉េចជិះតាមចិត្តចឹង ច្បាប់កម្ពុជាមិនធូរទេគឺច្បាប់តឹង,
បើខ្មែរវិញរត់ចាប់មិនស្អាលងាប់,
ស្លាកលេខម៉ូតូហ្នឹង ប្រហែលដល់  មុខប៉ុស្តិ៍ប៉ូលីស ចេះបំបាំងកាយមើលទៅ,
ពេលឈប់ស្តុបម្ដងៗសម្បូរយួនណាស់តែស្លាកលេងម៉ូតូសុទ្ធតែភ្នំពេញ,
អាឡូរឆ្កែមនុស្សប្ដឹង,
បើដូងយើងធំ ទឹកដីយើងសល់ច្រើន..?,
ខ្ញុំក៌ធ្លាប់ជិះឡានចូលដល់យួនដែល សំខាន់អោយតែមានច្បាប់ត្រឹមត្រូវ,
យើងធ្វើបានគ្រប់ទម្រង,
ម៉ូតូខ្ញុំគ្រាន់តែស្លាកលេខចាស់មេីលអត់ច្បាស់ ក៏ប៉ូលីសចាប់ផាកដែរ,
ច្បាប់ស្រុកយើងវាអន់បានគេមិនខ្លាចនោះ,
ពួកអាមន្រ្តីចោលម្សៀតវាចាប់តែខ្មែរផាកយកលុយអានិងលឿនតែបើម៉ូតូយួនវាខ្លាចដូចឳវាអញ្ចឹង,
ឡូយហ្មង អត់ពាក់ពួកសុវត្តិភាពទៀតអ្នកក្រោយ ស្លាកលេខអ៊ែមចឹងអត់ពាក់មួកប៉ូលីសចាប់អត់ហ្ន៎,
ម៉ូតូមានជុំក្រឡង់កាន់មិនងាយចាប់ទេ,
វាចូលមកជិះសេរីពេញប្រទេសខ្មែរ,
ខ្ញុំជួបរហូតទាំងម៉ូតូនិងឡាន,
ភូមិញុមរាប់រយ,
ខ្វះអីពេញប្រទេស,
ងៀកទៅទិញណាក៍ឃើញដែរទោះមិនមែន100%ក៍ឃើញខ្សែរកូនកាត់ដែរ,
យៀនអាចធ្វើបាន,
ប៉ូលិស៍ឃើញផ្លាកលេខនេះញ៉ាក់សាច់ទ្រើកៗ,
គ្មានបងៗណាមើលឃើញ,
ច្បាប់ធ្វើឲ្យល្អៗមិនចូលចឹត្តទេអូនៗ,
មិនពាក់មួកក៏គ្មានអាណាហ៊ានក្អក កុំចង់ណាំងមួយអាន់,
បើវាវីញដឹងធើ្វម៉េចខ្លះ,
ងៃមុនញុមឃេីញឡានផ្លាក់លេខថៃចង្កូតខាងឆ្វេងជិះនៅកំពង់ចាម,
សេរីដល់ករគ្មានខ្លាចរអែងសោះ,
នៅកំពង់សោមក៏មិនខ្វះដែរ,
ម៉ូតូយើងជិះចូលប្រទេសវាបានទេ......?,
អោយយួនមេីលងាយ,
ស៊្មែ សុទ្ធ,
ចប់វាចាសន្តិភាពខ្លែងខ្លាយ,
ដេញវាចេញ,
ក្រុមម៉ូតូមកជុំគ្នាជាលក្ខណ:ដំណេីរកំសាន្តឆ្លងប្រទេសមានច្បាប់ទំលាប់មិនអ្វីទេ​ តែបេីមកបែបខុសច្បាប់​ កាប់ផ្តាច់ស្លាកលេខទៅស្ទាវៗ,
ឥតកំនើតបើខ្មែរវិញរត់ឡានបុកងាប់ចោលដេញចាប់,
គ្មានក្បាលអាណាចាប់,
ពួកឯងអត់ដែលជិះឡានផ្លាកលេខខ្មែរចូលទៅក្រុងបាងកក ឬក្រុងហូជីមិញទេឬ?,
សុទ្ធតែ បងប្អូនយើងទេ ចយអើយ,
មិនបាច់ថានៅភ្នំពេញទេនៅខេត្តខ្ញុំរាបពោន់ម៉ូតូ,
អេមអើយអេម ម៉ាយប់4ដង ចឹងបានស៊ីដីអញអស់,
យួនលួចអាក្រក់,
បើខ្មែរវិញចាប់កៀបសង្កត់យកលុយចំណែកម៉ូតូពួកសន្ដានចោរលួចដីខ្មែរចូលតាមអំពើចិត្តមានអាណាអើពឺជាពិសេសព្រាយនៅតាមស្តុបហ្នឹងតែម្ដង,
បើនៅស្រុកវាវិញ គេស្លរកាកូយូហើយ សម្លរប្រហើ ហៃអើនៅស្រុកខ្មែរមានរហូត,
ចុមលេខអាកាទប់យួនមិចមកជិះនៅស្រុកអញ,
ចយអើយ អាន់ជិះគ្មានប៉ូលីសណាហ៊ានហៅអាន់ទេ សុកស្មែរសួលចឹង,
ក្របីធ្វើ..,
ញុមនៅប៉ោយប៉ែតលិចមេឃហើយនៅតែមាន,
សែដាបឆយអឺយឆយ,
ប្រហើនណាស់,
ច្បាប់ដូចជាធូររហុយពេកហើយ តើមានអជ្ញាធរណាចេញមកបកស្រាយចំពោះរឿងនេះ?,
Z,
អត់មានអីចម្លែកផង,
ចូល​តាម​ជើង​ខោ​,
មិនខ្វះទេ ខ្ញុំធ្លាប់ឃើញយួនពីរនាក់ជិះម៉ូឌុបគ្នាអត់ពាក់មួក ខំជិះគៀបអោយប៉ូលិសចាប់ ប៉ូលិសចាប់បានមែន តែសប្បាយចិត្តបាន10វិនាទី ឃើញវាជិះមកតាមក្រោយធម្មតា នៅម្ដុំទូតចិន។,
មានអារម្មណ៍ថាអាណិតប្រទេសជាតិយ៉ាងខ្លាំង,
សត្វយួនជាពូជចង្រៃណាស់មិនគួរឲវាចេញចូលតាមចិត្តវាទេ,
ស្រុករំដួលមន្ត្រីឃើញចឹងគាត់បិទភ្នែកអស់ហើយ,
នៅអូឡាំពិចក៏សម្បូរដែរ,
បេីមិនជឿកុំប្រមាថ,
សំខាន់ម៉ូតូយួនខ្មែរយើងទិញជិះដែរគិតម៉េចឥឡូវ,
ចុះពួកប្រុសពួនអត់ចាន់ទេ?,
ផ្លាកលេខហ្នឹងស្មើរនឹង ខម,
នៅបាវិត៩០%ហើយម៉ូតូយួន,
ស្រុកស្មែរមែន ?,
សមាជិកអាស៊ាន បើកចំហរជើងមេឃ,
ប៉ូលីសអត់ទេ?,
ភ្នំពេញជាពាក្យសម្រាប់តែខ្មែរយើងទេ ឯVN គេហៅ ណាំយ៉ាង Nâm Yāng,
មកពីកាលណា,
មានហេតុ ទើបមានផល កុំឆ្ងល់ថាមកពីអី,
ចប់ហើយស្រុកខ្មែរអណាធិបតេយ្យហើយ,
បងៗចេះតែថាពួកនិងបង់ពន្ធជូនរដ្ឋត្រឹមត្រូវតើ! មួយឆ្នាំៗចំណូលចិញ្ចឹមរដ្ឋយើងច្រើនណាស់ ហើយបើនិយាយពីថៅកែៗយួនវិញ ទំនិញគេចពន្ធពីយួនយកមកចិញ្ចឹមរដ្ឋយើងក៏ច្រើនគួសមដែរ សំរាប់យួនសម័យនេះគ្មានអ្វីស្រួលអីស្រួលជាងសម័យនេះទេ! កើតថៅកែព្រាត,
ហ្នឹង,
ឃើញតែញឹក,
ថាមែនៗមោពេញនិង,
អាណាគតទៅជាប់ឈ្មោះជាជនក្បត់ជាតិ,
បងប្អូនអ្នកថតនុង,
ធូរទៅស្រុកវាតឹង,
ច្បាប់ស្រុកខ្មែរមហាសែនអន់សារខ្មែរជិះម៉ូតូមកចូលដីថៃឡូមើលស្ពៃ,
នណាជាអ្នកអនុញាត ឲមានបែបនេះ???,
បងប្អូន,
ណាហ៊ានចាប់,
មានច្រើនណាស់ឥឡូវនេះ,
ម៉ូតូយើងជិះស្រុកគេមិនបានទេ,
ប៉ូលីសអត់ហ៊ានធ្វើអីទេ ប៉ូលីសស្រុកខ្មែរបានតែខ្មែរគ្នាឯងទេ,
បងៗពូៗប៉ូលីសចឹងមើលអស់ឃើញទេ ព្រោះមានជុំក្រឡុង,
ពិតជាគ្មានច្បាប់ទម្លាប់មែន,
ហើយថីម៉ូតូមួយគ្រឿងសោះអោយគាត់ជិះទៅ,
បាត់ប៉ូលីសចរាចរណ៍អស់អាលីង,
ចុមការដុំឆែប,
ចប់និយាយហើយបងៗអើយ......,
ចប់ហើយយួនហូលចូលដូចទឹក,
ហាសហាសសាម៉ែ,
ចយអើយ បងប៉ូលិសស្រុកខ្មែរអត់ស្គាល់ស្លាកលេខនឹងទេ ចាប់មិចកើត,
ធម្មតាៗតេីបង,
លេខ52 នៅខ័ណ្ឌ ធូឌឹក thu đuc,
បើម៉ូតូខ្មែរអត់ខ្ចក់តែ១ក៏ចាប់ដែរអត់យល់,
នៅស្រុកខ្មែរស្រួលអញ្ចឹងហាស,
មូតូដាក់ភ្លើងសរក្រាន់ឃើញភ្លាមនាំគ្នាស្ទាក់ចាប់ឯងដូចចោចិង,
មានសេរីភាពជាងម្ចាស់ស្រុកទៀត,
China đang xâm lược mềm khmer nhưng việt nam lại mang tiếng xấu. Người Campuchia không khôn khéo sẽ mất hết tất cả. Vn muốn lấy đất khmer chỉ cần mua lại của china.,
អាហ្នឹង​ហេីយស្លាកលេខមេ​ ខ្ញុំ​ទេីបរកបានមួយដែរ,
ឃើញរាល់តែថ្ងៃនឹងគ្រប់សេរី,
យូនជាមេ យើង,
ចាប់បានតែម៉ូតូខ្មែរទេអត់កញ្ចក់អត់មួក,
ម៉ូតូឯងស្លាកលេខត្រឹមត្រូវពេលពួកគវាចាប់វាខ្សិបខ្សៀវគ្នាថាម៉ូតូស្លាកលេខមានបញ្ហា,
ប៉ូសីសសម័យសន្តិភាពចាប់តែរាស្ត្រខ្លួនឯង,
បាត់ពួកនាងពួនទៅណាអស់ហើយ,
នៅកំពុងសោមក៏ជួបច្រើនដែរ,
ច្បាប់?????????????,
ម៉ូតូស្មែរ,
ស្រុកខ្មែរ គ្មានយួនទេ បង ..ព្រោះយួនមកច្រើនពេកកើតខ្មែរអស់ហើយ,
រោងចក្រខ្ញុំធ្វើយួនសុទ្ធតែមេ,
ខេត្តណាក៏មានដែរ,
គេចូលមកយេីងស្រួល យេីងចូលទៅគេអត់បាន,
គ្នារវា ៗមុិចចាប់យូនបងប្អូនវាបង្កើត,
កុំថតបងប្រយ័ត្នអ្នកស្រុកយើងគេចាប់បង,
នៅកែប នៅកំពត ច្រើនណាស់,
ឃេីញសំបូរខ្លាំងណាស់​ មួួយ​រយៈពេល​នេះ​ ជាពិសេស​នៅ​ច្បារ​អំពៅ​តែម្តង,
សំ ផៃ ឃើញតាញឹកឡានក៌ចឹងដែរ  យូរហើយទើបដឹង,
ជារឿងធម្មតាទេ,
បើគ្នាវាដែរហ៊ានចាប់ហាស់ពួកកូនមេថេាក,
បាវិត ពេញទីក្រុងម៉ង,
ប្រទេសខ្មែរប្រជាជនយួនបង,
ឯករាជ្យ គ្មានក្បាលអាណាមើលទេ បើខ្មែរវិញចាប់ខ្ទេច ចឹងបានបរទេស មើលងាយ ដឹងបង្កើតច្បាប់អីទេ ច្បាប់ថោកចឹង អង្គុយលើច្បាប់ អំណាច់លើមនុស្ស,
បើនិយាយរឿងនឹង ចាប់ដាក់គុកឥលូវនឹង ដឹងប្រទេសគឺបាញ់អីចឹង,
ពួកអាថេាក,
យួនក៏លួចយកចិនក៍ទិញយកអស់ហើយអនាគតទឹកដីសុវណ្ណភូមិយើងរលាយហើយតែយ៉ាងនឹង។,
ប៉ូលីសមើលមិនឃើញទេបិតភ្នែកអស់ហើយ,
នៅស្ទឹងមានជ័យ ម៉ាគគោក,
មេីលខមិនហេីយបានដឹងថាពួកប្រឆាំងល្ងង់ច្រេីនណាស់​,
ចេញចូលសេរីហេីយបងអេីយ,
បងធំនៅនឹងហើយណាហ៊ាន,
ន៎នៅព្រៃនគរយូរៗឃើញផ្លាកភ្នំពេញធម្មតាតើ,
នៅខ្មែរយើងខ្ញុំឃើញគ្រប់ម៉ាកហើយទាំងក្មេងទាំងចាស់ ជិះពេញនឹងអាយូន,
មូតូយួន,
បងប្អូនយើងទេបង,
នៅបាវិត ដឹក20ឡាន មិនអស់ទេ,
មើលឃើញតែកំហុសខ្មែរចាប់តែខ្មែរ ឯយួនវិញសេរី ពួកអាមានភ្នែកអត់ប្រស្រី,
នៅណាក៏មានដែរបង,
អត់ដែលឃើញចាប់យួន រឺ ដេញយួនចេញពីរប្រទេសសោះប្រទេសខ្ញុំ,
វាបិតភ្នែកអស់ហើយ,
សាកជិះចូលយួនវិញមើល បឹម,
Four six one nine,
បើកនៅបាវិតវិញយកទៅណាអត់,
តែបើខ្មែរគ្នាឯងវិញមិនខុសក៏ផាក់សុទ្ធតែ១០មុឺនឡើង..សូមឲ្យមានកម្មពារ រលត់រលាយអ្នកដែលមិនស្មោះត្រង់ អំពើពុករលួយទាំងអស់និង,
សំបុក...,
ខ្ញុំស្តាប់អាហារផ្លូវចិត្តរបស់​ ព្រះគ្រូ​ គូ​ សុភាព​ ថា​ កុំពូកែទេីសពេក​ ពូកែទេីសហត់តែខ្លួនឯង​ អញ្ចឹងខ្ចិលទេីស​ ស្តាប់តាមឪវាទរបស់ព្រះគ្រូ,
For se* one night,
បងៗប៉ូលីសមើលមិនឃើញដូចស្លាកលេខខ្មែរនោះទេ,
ជិះពេញស្រុកខ្មែរ,
welcome my  មិត្ត​,
Cute,
តេីយួនវាកេីតមកពីណា,
ម្សិលមិញងៃនៅស្តុប2004មួយដែរបើខ្ញុំជិះម៉ូតូគ្រាន់ផ្លាក់លេខរមូតដកទុកវិញចាប់ទៅប៉ិស្តិ៍យកលុយ,
អនាគតខ្មែរមិនដឹងបានទៅយួនឬចិនទែ?,
ខោក២ក្រញ៉ហើយនោមដាក់ភ្នែកអោយទៅស្រុកវិញ,
ឃើញចឹងហើយ បាត់អាពួកសន្តិភាពទៅណាអស់ហើយ មិនឃើញខំមិននឹងគេ,
លេខកោះសាំពាន់តើ???,
ធម្មតាៗស្រុកខ្មែរ,
បងប៉ូលិសមើលមិនឃើញទេចឹងអីនោះ,
មិត្តមុឺនឆ្នាំ,
ឯងខំអានស្លាកលេខ 4sex1night,
ចប់ហើយខ្មែរយើងយួនចូលស្រុកហ្នឹងហើយជិះម៉ូតូមកស្រុកខ្មែរទៅធ្វើអត់មានខ្វល់អ្នកណាមួយរៀល,
មានដែលឃើញម៉ូតូ និងឡានខ្មែរចូលទៅយួន និងសៀមអត់? កុំចេះតែញុះញង់ដោយគ្មានការគិតពិចារណា។ រីឯអ្នកហៃអើៗ ក៏ល្មមរិះគិតខ្លះផង ឮគេស្រែកអាជ័យធ្លាក់ទឹក នាំគ្នាស្រែកបន្ទរ ហៃអើៗ នោះ។,
ចូលដោយសេរី  អត់បព្ហា,
Không cho qua thì làm sao qua được xe chạy dưới đất chứ không phải chạy ở trên trời được,
It's not illegal. Many tourists ride motos from VN to Kampuchea. I see more numberplates from Thailand than VN.,
ហើយខ្វះអីច្រើនណាស់លូវនឹង,
កាំជាបេីពួកអស់លោកវិញចាប់តែពួកកញ្ជក់កាំជាគ្នាឯងទេយួនគេមិនហ៊ានចាប់,
ស្លាក់លេខខ្មែរតើ..នៅប្រទេសខ្មែរគឺរបស់ប្រទេសយើងនិងហើយ,
បើថតនៅក្នុងមុងទៀតទើបល្អ,
nk dg ban dg,
វាចង់សាកចិត្តប៉ូលិសខ្មែរតើហ៊ានចាប់វាអត់,
ចប់ហើយស្រុកខ្មែរ,
សួរប៉ូលិសចរាចរណ៍មើលហ៊ានចាប់អត់,
Four sex one nine,
ចោរចូលមកដោយសេរី,
ម្ដុំផ្សាត្រាំខ្នា ដើមរកាឃើញតែញយមិនបាច់ដល់ស្រុកយួនអី!,
ទៅកំពតថ្ងៃមុនឃើញឡានម៉ូតូយួនជិះច្រើនដល់ហើយ,
ChekSeng Thida មិនបាច់ទៅបន្លំថតនៅស្រុកយួនទេ,
Yuon vietcong illegal motor bitke.,
All,
គេមានលិខិតស្នាមកុំចេះតែចោទ,
អាឳក៏ឆ្កែអាកូនក៏ឆ្កែ,
យូនចូលៗកយ៉ាងអាណាធិប្បតេយ្យ,
កន្លែងណាក៏មានដែសម័យនេះនោះ,
ចុះម៉ូតូខ្មែរចូលប្រទេសវៀតណាមត្រូវប្ដូរផ្លាកលេខដែរមែន,
មកសង្កាត់ស្នោរយកទៅណាអស់ខណ្ឌ័កំបូល,
ប្រទេសចូលអាស៊ានអោយតែមានប៉ាសស្ពរចូលទៅណាក៍បានគេមិនគិតស្លាកលេខទេខ្មែរយើងចូលយួនក៍បានដែរថៃចូលមកយលងក៍បានឡាវចូលមកយើងក៍បានមកមើលនៅបាត់ដំបងឡានថៃចូលមករាល់ថ្ងៃ,
ពេញតែស្រុកខ្មែរហ្នឹង,
ចុមពួកអាខ្វាក់ភ្នែកអស់និងមេីលមិនឃេីញទេ,
បងប្រយ័ត្នគេថារូបភាពកាត់តណា,
សេរីភាព​ ពេញលេញ,
យួនៗ,
ជួបច្រើនណាស់,
ខ្សែគេកុំមាត់,
ប៉ូលីសវាខ្វាក់ភ្នែកអស់ហើយ។,
មានអីចំម្លែកបង ខ្ញុំទៅប្រទេសថៃ ប្រទេសវៀតណាម ឃើញដូចតែបងដែលណឹង,
សន្តិភាពអាចធ្វើបាន,
យួនពេញប្រទេសកម្ពុជា ហើយសព្វថ្ងៃនេះ,
បួនសិចមួយយប់  four sex one Night,
ធម្មតាទៅហើយ,
ពួកវាអត់បេីកគ្រាប់ភ្នែកទេ,
គ្រប់កន្លែងហើយបងចប់,
វើចង់រកមោនខ្វះទេ យួន ខ្វល់អី1ហ្នឹង រសនៅពេញទឹកពេញដី ទូទៅហើយ,
នឹងហើយ គេហៅណាំយ៉ាងនោះ គួរយល់,
